"x","y","berth_pm25"
533195.002897554,180495.001061737,0.000856191916724019
533215.002897554,180495.001061737,0.00171238383344804
533195.002897554,180485.001061737,0.000856191916724019
533205.002897554,180485.001061737,0.00684953533379215
533215.002897554,180485.001061737,0.0042809595836201
533225.002897554,180485.001061737,0.0042809595836201
533235.002897554,180485.001061737,0.00342476766689608
533255.002897554,180485.001061737,0.00171238383344804
533195.002897554,180475.001061737,0.00171238383344804
533205.002897554,180475.001061737,0.00513715150034412
533215.002897554,180475.001061737,0.0136990706675843
533225.002897554,180475.001061737,0.00941811108396421
533235.002897554,180475.001061737,0.00770572725051617
533245.002897554,180475.001061737,0.00513715150034412
539605.002897554,180475.001061737,6.93697132184615
539615.002897554,180475.001061737,4.33560707615385
533205.002897554,180465.001061737,0.000856191916724019
533215.002897554,180465.001061737,0.0196924140846524
533225.002897554,180465.001061737,0.0205486060013765
533235.002897554,180465.001061737,0.0102743030006882
533245.002897554,180465.001061737,0.0042809595836201
533225.002897554,180425.001061737,0.00171238383344804
533235.002897554,180425.001061737,0.0136990706675843
533245.002897554,180425.001061737,0.0145552625843083
533255.002897554,180425.001061737,0.0128428787508603
533265.002897554,180425.001061737,0.0102743030006882
533275.002897554,180425.001061737,0.00171238383344804
533225.002897554,180415.001061737,0.0119866868341363
533235.002897554,180415.001061737,0.0333914847522368
533245.002897554,180415.001061737,0.0351038685856848
533255.002897554,180415.001061737,0.0299667170853407
533265.002897554,180415.001061737,0.0162676464177564
533275.002897554,180415.001061737,0.0171238383344804
533225.002897554,180405.001061737,0.00941811108396421
533235.002897554,180405.001061737,0.00342476766689608
533245.002897554,180405.001061737,0.0188362221679284
533255.002897554,180405.001061737,0.00770572725051617
533265.002897554,180405.001061737,0.0265419494184446
533275.002897554,180405.001061737,0.0205486060013765
533235.002897554,180395.001061737,0.000856191916724019
533255.002897554,180395.001061737,0.00513715150034412
533265.002897554,180395.001061737,0.00770572725051617
533275.002897554,180395.001061737,0.00856191916724019
533275.002897554,180385.001061737,0.00256857575017206
533475.002897554,180375.001061737,0.00684953533379215
533485.002897554,180375.001061737,0.0119866868341363
533495.002897554,180375.001061737,0.0333914847522368
533505.002897554,180375.001061737,0.046234363503097
533515.002897554,180375.001061737,0.0128428787508603
533525.002897554,180375.001061737,0.00171238383344804
533475.002897554,180365.001061737,0.0128428787508603
533485.002897554,180365.001061737,0.0316791009187887
533495.002897554,180365.001061737,0.0299667170853407
533505.002897554,180365.001061737,0.042809595836201
533515.002897554,180365.001061737,0.0214047979181005
533525.002897554,180365.001061737,0.0188362221679284
533475.002897554,180355.001061737,0.0196924140846524
533485.002897554,180355.001061737,0.0171238383344804
533495.002897554,180355.001061737,0.0214047979181005
533505.002897554,180355.001061737,0.0179800302512044
533515.002897554,180355.001061737,0.0179800302512044
533525.002897554,180355.001061737,0.0214047979181005
533475.002897554,180345.001061737,0.0154114545010323
533485.002897554,180345.001061737,0.00856191916724019
533495.002897554,180345.001061737,0.0145552625843083
533505.002897554,180345.001061737,0.0205486060013765
533515.002897554,180345.001061737,0.0119866868341363
533525.002897554,180345.001061737,0.0282543332518926
533475.002897554,180335.001061737,0.00684953533379215
533485.002897554,180335.001061737,0.0188362221679284
533495.002897554,180335.001061737,0.0128428787508603
533505.002897554,180335.001061737,0.0196924140846524
533515.002897554,180335.001061737,0.0111304949174123
533525.002897554,180335.001061737,0.00941811108396421
533485.002897554,180325.001061737,0.0102743030006882
533495.002897554,180325.001061737,0.0179800302512044
533505.002897554,180325.001061737,0.0162676464177564
533515.002897554,180325.001061737,0.00513715150034412
538515.002897554,180275.001061737,0.003462225
538515.002897554,180265.001061737,0.010386675
538515.002897554,180255.001061737,0.0051933375
538505.002897554,180245.001061737,0.0051933375
533945.002897554,180205.001061737,0.00599334341706814
533955.002897554,180205.001061737,0.00256857575017206
533945.002897554,180195.001061737,0.0171238383344804
533955.002897554,180195.001061737,0.00256857575017206
533965.002897554,180195.001061737,0.00513715150034412
533975.002897554,180195.001061737,0.000856191916724019
533945.002897554,180185.001061737,0.0145552625843083
533955.002897554,180185.001061737,0.0248295655849966
533965.002897554,180185.001061737,0.00770572725051617
533975.002897554,180185.001061737,0.00684953533379215
533985.002897554,180185.001061737,0.00599334341706814
533955.002897554,180175.001061737,0.0162676464177564
533965.002897554,180175.001061737,0.0333914847522368
533975.002897554,180175.001061737,0.0136990706675843
533985.002897554,180175.001061737,0.00513715150034412
533935.002897554,180105.001061737,0.00256857575017206
533945.002897554,180105.001061737,0.0042809595836201
533955.002897554,180105.001061737,0.00171238383344804
533925.002897554,180095.001061737,0.00171238383344804
533935.002897554,180095.001061737,0.00256857575017206
533945.002897554,180095.001061737,0.00171238383344804
533955.002897554,180095.001061737,0.00856191916724019
533945.002897554,180085.001061737,0.00256857575017206
533965.002897554,180085.001061737,0.00513715150034412
533955.002897554,180075.001061737,0.00171238383344804
533965.002897554,180075.001061737,0.00256857575017206
534135.002897554,180045.001061737,0.0179758745833333
534145.002897554,180045.001061737,0.0125831122083333
534155.002897554,180045.001061737,0.0305589867916667
534165.002897554,180045.001061737,0.0305589867916667
534175.002897554,180045.001061737,0.00179758745833333
534125.002897554,180035.001061737,0.0143806996666667
534135.002897554,180035.001061737,0.00898793729166667
534145.002897554,180035.001061737,0.0251662244166667
534155.002897554,180035.001061737,0.0287613993333333
534165.002897554,180035.001061737,0.0197734620416667
534175.002897554,180035.001061737,0.0197734620416667
534125.002897554,180025.001061737,0.0251662244166667
534135.002897554,180025.001061737,0.0341541617083333
534145.002897554,180025.001061737,0.0233686369583333
534155.002897554,180025.001061737,0.0179758745833333
534165.002897554,180025.001061737,0.01078552475
534175.002897554,180025.001061737,0.0233686369583333
534125.002897554,180015.001061737,0.0143806996666667
534135.002897554,180015.001061737,0.0341541617083333
534145.002897554,180015.001061737,0.0233686369583333
534155.002897554,180015.001061737,0.01078552475
534165.002897554,180015.001061737,0.016178287125
534175.002897554,180015.001061737,0.0125831122083333
534125.002897554,180005.001061737,0.01078552475
534135.002897554,180005.001061737,0.00898793729166667
534145.002897554,180005.001061737,0.016178287125
534155.002897554,180005.001061737,0.0251662244166667
534165.002897554,180005.001061737,0.0395469240833333
534175.002897554,180005.001061737,0.00359517491666667
534135.002897554,179995.001061737,0.139912320666667
534145.002897554,179995.001061737,0.0932748804444444
534155.002897554,179995.001061737,0.419736962
534165.002897554,179995.001061737,0.186549760888889
538695.002897554,179775.001061737,1.16847831125
538695.002897554,179765.001061737,0.389492770416667
540625.002897554,179575.001061737,0.0057152584675835
540655.002897554,179565.001061737,0.0057152584675835
540675.002897554,179565.001061737,0.00857288770137525
538775.002897554,179555.001061737,0.778985540833333
543905.002897554,179555.001061737,0.126329332666667
543915.002897554,179555.001061737,0.442152664333333
543925.002897554,179555.001061737,0.821140662333333
543935.002897554,179555.001061737,0.315823331666667
543945.002897554,179555.001061737,0.0631646663333333
543895.002897554,179545.001061737,0.0631646663333333
543905.002897554,179545.001061737,1.45278732566667
543915.002897554,179545.001061737,1.20012866033333
543925.002897554,179545.001061737,0.821140662333333
543935.002897554,179545.001061737,0.126329332666667
543895.002897554,179535.001061737,0.378987998
543905.002897554,179535.001061737,1.136963994
543915.002897554,179535.001061737,1.20012866033333
543925.002897554,179535.001061737,0.821140662333333
543935.002897554,179535.001061737,0.189493999
543895.002897554,179525.001061737,0.631646663333333
543905.002897554,179525.001061737,1.64228132466667
543915.002897554,179525.001061737,1.136963994
543925.002897554,179525.001061737,0.315823331666667
543895.002897554,179515.001061737,0.252658665333333
543905.002897554,179515.001061737,0.947469995
543915.002897554,179515.001061737,0.884305328666667
543925.002897554,179515.001061737,0.0631646663333333
543935.002897554,179515.001061737,0.378987998
543945.002897554,179515.001061737,0.126329332666667
543905.002897554,179505.001061737,0.189493999
543915.002897554,179505.001061737,0.0631646663333333
543925.002897554,179505.001061737,0.126329332666667
538825.002897554,179355.001061737,0.389492770416667
540565.002897554,179355.001061737,0.00857288770137525
540575.002897554,179345.001061737,0.0057152584675835
538835.002897554,179335.001061737,0.973731926041667
540585.002897554,179335.001061737,1.4202417291945
538835.002897554,179325.001061737,0.973731926041667
551135.002897554,179195.001061737,35.072630425
551135.002897554,179155.001061737,35.072630425
536655.002897554,179095.001061737,0.067548035
536635.002897554,179085.001061737,0.0337740175
536625.002897554,179075.001061737,0.0337740175
551225.002897554,178835.001061737,3.392865489
537025.002897554,178525.001061737,0.000187683830818966
537155.002897554,178285.001061737,0.027026471637931
537165.002897554,178285.001061737,0.0223343758674569
537155.002897554,178275.001061737,0.00187683830818966
537165.002897554,178275.001061737,0.00309678320851293
555075.002897554,178105.001061737,0
555095.002897554,178085.001061737,0
537845.002897554,178025.001061737,0.00140762873114224
537855.002897554,178025.001061737,0.000656893407866379
538295.002897554,178025.001061737,0.000182152522418136
538305.002897554,178025.001061737,0.000420351974811083
538315.002897554,178025.001061737,0.000210175987405542
538325.002897554,178025.001061737,0.000350293312342569
538335.002897554,178025.001061737,2.80234649874055e-05
537835.002897554,178015.001061737,0.000187683830818966
537855.002897554,178015.001061737,9.38419154094828e-05
537865.002897554,178015.001061737,0.00243988980064655
537875.002897554,178015.001061737,0.00206452213900862
538285.002897554,178015.001061737,0.000224187719899244
538295.002897554,178015.001061737,0.000672563159697733
538305.002897554,178015.001061737,0.000448375439798489
538315.002897554,178015.001061737,0.00285839342871537
538325.002897554,178015.001061737,0.00683772545692695
538335.002897554,178015.001061737,0.000336281579848867
537825.002897554,178005.001061737,0.000656893407866379
537835.002897554,178005.001061737,0.000375367661637931
537845.002897554,178005.001061737,0.0317185674084052
537855.002897554,178005.001061737,0.0152023902963362
537865.002897554,178005.001061737,0.00225220596982759
537875.002897554,178005.001061737,0.062592557578125
538285.002897554,178005.001061737,0.000238199452392947
538295.002897554,178005.001061737,0.00641737348211587
538305.002897554,178005.001061737,0.0055346343350126
538315.002897554,178005.001061737,0.00120500899445844
538325.002897554,178005.001061737,0.00180751349168766
538335.002897554,178005.001061737,4.20351974811083e-05
538285.002897554,177995.001061737,0
538295.002897554,177995.001061737,0
538305.002897554,177995.001061737,0
538285.002897554,177985.001061737,0
555415.002897554,177765.001061737,7.08049202342105
555425.002897554,177755.001061737,14.1609840468421
555465.002897554,177715.001061737,14.1609840468421
555475.002897554,177705.001061737,14.1609840468421
555485.002897554,177695.001061737,14.1609840468421
529145.002897554,177655.001061737,0.00547961088389513
529155.002897554,177655.001061737,0.158908715632959
529165.002897554,177655.001061737,0.178087353726592
529175.002897554,177655.001061737,0.0410970816292135
529185.002897554,177655.001061737,0.00273980544194757
529145.002897554,177645.001061737,0.0164388326516854
529155.002897554,177645.001061737,0.0712349414906367
529165.002897554,177645.001061737,0.0767145523745318
529175.002897554,177645.001061737,0.043836887071161
529185.002897554,177645.001061737,0.00547961088389513
555545.002897554,177645.001061737,7.08049202342105
529135.002897554,177635.001061737,0.0082194163258427
529145.002897554,177635.001061737,0.00273980544194757
529155.002897554,177635.001061737,0.0136990272097378
529165.002897554,177635.001061737,0.0383572761872659
529175.002897554,177635.001061737,0.0164388326516854
529185.002897554,177635.001061737,0.00273980544194757
555555.002897554,177635.001061737,14.1609840468421
529155.002897554,177625.001061737,0.0246582489775281
529165.002897554,177625.001061737,0.0082194163258427
529185.002897554,177625.001061737,0.00547961088389513
555545.002897554,177625.001061737,14.1609840468421
555565.002897554,177625.001061737,7.08049202342105
529165.002897554,177615.001061737,0.0082194163258427
529185.002897554,177615.001061737,0.00273980544194757
555895.002897554,177365.001061737,14.1609840468421
555925.002897554,177345.001061737,14.1609840468421
556075.002897554,177205.001061737,216.485112414
556085.002897554,177205.001061737,108.242556207
556185.002897554,177125.001061737,108.242556207
556195.002897554,177115.001061737,108.242556207
556895.002897554,176715.001061737,0.112446872382697
556905.002897554,176715.001061737,0.0983910133348603
556895.002897554,176705.001061737,109.621644714082
556905.002897554,176705.001061737,8.91141463632878
556915.002897554,176705.001061737,0.0140558590478372
556895.002897554,176695.001061737,187.308377671478
556905.002897554,176695.001061737,60.0747415704561
556915.002897554,176695.001061737,0.702792952391859
556895.002897554,176685.001061737,9.3752579849074
556905.002897554,176685.001061737,15.0538250402336
556915.002897554,176685.001061737,2.03809956193639
556925.002897554,176685.001061737,0.506010925722139
556935.002897554,176685.001061737,0.0843351542870231
556895.002897554,176675.001061737,0.154614449526209
556905.002897554,176675.001061737,2.1927140114626
556915.002897554,176675.001061737,0.89957497906158
556925.002897554,176675.001061737,0.421675771435116
556935.002897554,176675.001061737,0.787128106678882
556945.002897554,176675.001061737,0.238949603813232
556905.002897554,176665.001061737,0.477899207626464
556915.002897554,176665.001061737,0.463843348578627
556925.002897554,176665.001061737,0.54817850286565
556935.002897554,176665.001061737,0.168670308574046
556955.002897554,176665.001061737,0.0843351542870231
556965.002897554,176665.001061737,0.126502731430535
556955.002897554,176655.001061737,0.0843351542870231
556965.002897554,176655.001061737,0.0843351542870231
556975.002897554,176655.001061737,0.267061321908907
556985.002897554,176655.001061737,0.0140558590478372
556975.002897554,176645.001061737,0.196782026669721
556985.002897554,176645.001061737,0.337340617148092
556995.002897554,176645.001061737,0.140558590478372
557005.002897554,176645.001061737,601.364213538
556975.002897554,176635.001061737,0.0562234361913487
556985.002897554,176635.001061737,0.0421675771435116
556995.002897554,176635.001061737,0.168670308574046
557005.002897554,176635.001061737,1202.728427076
556985.002897554,176625.001061737,0.0702792952391859
556995.002897554,176625.001061737,0.0281117180956744
